Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
5	Stromal cells	Epithelial	Epithelial	FEN1	-0.41	3.2	1.71e-31
5	Stromal cells	Epithelial	Epithelial	FAM96B	-0.41	61.0	1.72e-31
5	Stromal cells	Epithelial	Epithelial	SMS	-0.41	53.1	1.76e-31
5	Stromal cells	Epithelial	Epithelial	AKAP13	0.3	46.2	1.77e-31
5	Stromal cells	Epithelial	Epithelial	ST3GAL4	-0.45	22.2	2.15e-31
5	Stromal cells	Epithelial	Epithelial	HIST1H4C	-1.27	39.5	2.21e-31
5	Stromal cells	Epithelial	Epithelial	CTB-92J24.3	-0.47	0.2	2.84e-31
5	Stromal cells	Epithelial	Epithelial	BOLA3	-0.44	33.3	3.11e-31
5	Stromal cells	Epithelial	Epithelial	C3orf58	-0.46	14.6	3.35e-31
5	Stromal cells	Epithelial	Epithelial	NDUFB6	-0.4	52.6	3.42e-31
5	Stromal cells	Epithelial	Epithelial	APOPT1	-0.43	35.3	4.12e-31
5	Stromal cells	Epithelial	Epithelial	LITAF	0.37	69.4	4.16e-31
5	Stromal cells	Epithelial	Epithelial	PGRMC1	-0.45	65.4	4.48e-31
5	Stromal cells	Epithelial	Epithelial	FKBP4	-0.47	24.7	4.59e-31
5	Stromal cells	Epithelial	Epithelial	RPS2	0.29	100.0	5.06e-31
5	Stromal cells	Epithelial	Epithelial	DPH3	-0.44	18.8	5.4e-31
5	Stromal cells	Epithelial	Epithelial	SLC25A1	-0.45	25.2	6.19e-31
5	Stromal cells	Epithelial	Epithelial	CCNI	0.37	85.9	6.82e-31
5	Stromal cells	Epithelial	Epithelial	APOA1BP	-0.43	38.3	7.25e-31
5	Stromal cells	Epithelial	Epithelial	TK1	-0.45	1.5	7.8e-31
5	Stromal cells	Epithelial	Epithelial	COL12A1	-0.47	6.7	9.1e-31
5	Stromal cells	Epithelial	Epithelial	BIRC2	0.27	40.7	1.03e-30
5	Stromal cells	Epithelial	Epithelial	FERMT1	0.28	32.3	1.08e-30
5	Stromal cells	Epithelial	Epithelial	GBP2	0.29	47.7	1.17e-30
5	Stromal cells	Epithelial	Epithelial	CDCA8	-0.49	0.2	1.55e-30
5	Stromal cells	Epithelial	Epithelial	OSR2	-0.44	0.7	1.57e-30
5	Stromal cells	Epithelial	Epithelial	GGH	-0.42	13.6	1.66e-30
5	Stromal cells	Epithelial	Epithelial	PSG4	-0.48	1.0	1.74e-30
5	Stromal cells	Epithelial	Epithelial	RTF1	-0.44	48.1	1.94e-30
5	Stromal cells	Epithelial	Epithelial	BAD	-0.43	36.0	2.2e-30
5	Stromal cells	Epithelial	Epithelial	MDM2	0.34	38.0	2.3e-30
5	Stromal cells	Epithelial	Epithelial	H2AFJ	-0.47	80.7	2.43e-30
5	Stromal cells	Epithelial	Epithelial	SMC4	-0.57	13.8	2.57e-30
5	Stromal cells	Epithelial	Epithelial	NGFRAP1	0.38	87.4	2.58e-30
5	Stromal cells	Epithelial	Epithelial	FDFT1	-0.53	47.7	2.76e-30
5	Stromal cells	Epithelial	Epithelial	CXCL1	0.9	17.8	2.93e-30
5	Stromal cells	Epithelial	Epithelial	CKAP4	-0.43	21.0	3.87e-30
5	Stromal cells	Epithelial	Epithelial	C1orf35	-0.41	17.0	4.23e-30
5	Stromal cells	Epithelial	Epithelial	SULT1E1	-0.52	5.2	4.29e-30
5	Stromal cells	Epithelial	Epithelial	INSIG1	-0.52	17.5	4.5e-30
5	Stromal cells	Epithelial	Epithelial	XPC	-0.44	20.0	5.65e-30
5	Stromal cells	Epithelial	Epithelial	MBOAT1	-0.46	10.6	5.66e-30
5	Stromal cells	Epithelial	Epithelial	MAGEA12	-0.32	0.0	6.3e-30
5	Stromal cells	Epithelial	Epithelial	RPN2	-0.46	52.8	7e-30
5	Stromal cells	Epithelial	Epithelial	MAP2K1	-0.38	15.8	8.87e-30
5	Stromal cells	Epithelial	Epithelial	CERCAM	-0.39	9.4	8.93e-30
5	Stromal cells	Epithelial	Epithelial	SIK1	0.42	84.4	9.52e-30
5	Stromal cells	Epithelial	Epithelial	SQLE	-0.46	10.1	9.61e-30
5	Stromal cells	Epithelial	Epithelial	GADD45B	0.74	86.2	1.28e-29
5	Stromal cells	Epithelial	Epithelial	SCD	-0.41	7.9	1.28e-29
5	Stromal cells	Epithelial	Epithelial	C1orf109	-0.36	4.7	1.37e-29
5	Stromal cells	Epithelial	Epithelial	ARPC5	-0.42	65.2	1.43e-29
5	Stromal cells	Epithelial	Epithelial	S100A6	0.29	100.0	1.62e-29
5	Stromal cells	Epithelial	Epithelial	PSMC2	-0.41	21.7	1.64e-29
5	Stromal cells	Epithelial	Epithelial	EIF3J	-0.41	57.3	1.82e-29
5	Stromal cells	Epithelial	Epithelial	PPP1R8	-0.36	9.9	1.85e-29
5	Stromal cells	Epithelial	Epithelial	PSMD2	-0.46	35.3	2.38e-29
5	Stromal cells	Epithelial	Epithelial	SEP15	-0.39	73.8	2.6e-29
5	Stromal cells	Epithelial	Epithelial	CHCHD10	0.39	69.1	2.69e-29
5	Stromal cells	Epithelial	Epithelial	CASC15	-0.39	0.5	2.78e-29
5	Stromal cells	Epithelial	Epithelial	ELF1	0.26	45.2	2.98e-29
5	Stromal cells	Epithelial	Epithelial	TOP2A	-0.64	1.0	3.62e-29
5	Stromal cells	Epithelial	Epithelial	CTSH	0.39	88.4	3.65e-29
5	Stromal cells	Epithelial	Epithelial	ATRAID	-0.39	71.4	3.78e-29
5	Stromal cells	Epithelial	Epithelial	CHCHD4	-0.34	4.9	5.29e-29
5	Stromal cells	Epithelial	Epithelial	NDUFS8	-0.4	62.7	5.58e-29
5	Stromal cells	Epithelial	Epithelial	ZMPSTE24	-0.4	17.0	5.93e-29
5	Stromal cells	Epithelial	Epithelial	EIF4E2	-0.41	46.9	7.54e-29
5	Stromal cells	Epithelial	Epithelial	MGAT4A	-0.41	13.1	8.45e-29
5	Stromal cells	Epithelial	Epithelial	DENR	-0.42	41.2	9.27e-29
5	Stromal cells	Epithelial	Epithelial	CCL5	-0.55	4.4	9.39e-29
5	Stromal cells	Epithelial	Epithelial	CENPW	-0.41	4.9	1.01e-28
5	Stromal cells	Epithelial	Epithelial	TCEA1	-0.41	53.6	1.17e-28
5	Stromal cells	Epithelial	Epithelial	BCL10	0.33	43.2	1.19e-28
5	Stromal cells	Epithelial	Epithelial	DHRS2	0.89	55.1	1.19e-28
5	Stromal cells	Epithelial	Epithelial	KIAA1462	-0.33	2.0	1.27e-28
5	Stromal cells	Epithelial	Epithelial	GOLIM4	-0.45	15.3	1.73e-28
5	Stromal cells	Epithelial	Epithelial	TAGLN	-0.72	30.4	2.21e-28
5	Stromal cells	Epithelial	Epithelial	MT-ND4	0.29	99.8	2.52e-28
5	Stromal cells	Epithelial	Epithelial	CTSV	-0.34	1.5	2.56e-28
5	Stromal cells	Epithelial	Epithelial	FKBP10	-0.39	6.2	2.76e-28
5	Stromal cells	Epithelial	Epithelial	RARRES2	-0.42	23.0	2.86e-28
5	Stromal cells	Epithelial	Epithelial	NAA50	-0.45	39.3	3.07e-28
5	Stromal cells	Epithelial	Epithelial	BIRC5	-0.5	2.7	3.5e-28
5	Stromal cells	Epithelial	Epithelial	ARPC2	0.31	94.3	3.55e-28
5	Stromal cells	Epithelial	Epithelial	ADCK2	-0.38	10.6	3.57e-28
5	Stromal cells	Epithelial	Epithelial	CMPK1	-0.42	53.6	4.93e-28
5	Stromal cells	Epithelial	Epithelial	TP53I13	-0.42	22.7	5.08e-28
5	Stromal cells	Epithelial	Epithelial	ANXA3	-0.39	9.4	5.47e-28
5	Stromal cells	Epithelial	Epithelial	EBP	-0.44	31.4	5.68e-28
5	Stromal cells	Epithelial	Epithelial	CHPT1	-0.46	19.8	5.74e-28
5	Stromal cells	Epithelial	Epithelial	NDUFB2	-0.35	85.4	5.8e-28
5	Stromal cells	Epithelial	Epithelial	SLC17A5	-0.36	7.7	5.87e-28
5	Stromal cells	Epithelial	Epithelial	METTL7A	0.34	54.8	5.99e-28
5	Stromal cells	Epithelial	Epithelial	APRT	-0.39	80.5	6.23e-28
5	Stromal cells	Epithelial	Epithelial	DCTPP1	-0.43	26.7	6.78e-28
5	Stromal cells	Epithelial	Epithelial	NEDD9	0.39	68.6	6.8e-28
5	Stromal cells	Epithelial	Epithelial	TMEM120B	-0.4	4.4	6.8e-28
5	Stromal cells	Epithelial	Epithelial	DUSP1	-0.44	82.7	8.26e-28
5	Stromal cells	Epithelial	Epithelial	LMAN1	-0.43	35.3	8.39e-28
5	Stromal cells	Epithelial	Epithelial	CDK1	-0.48	1.0	8.95e-28
5	Stromal cells	Epithelial	Epithelial	SVIL	-0.44	17.3	9.34e-28
5	Stromal cells	Epithelial	Epithelial	MAGEF1	-0.39	29.1	1.12e-27
5	Stromal cells	Epithelial	Epithelial	SF3A3	-0.39	22.5	1.23e-27
5	Stromal cells	Epithelial	Epithelial	RFC4	-0.33	3.5	1.36e-27
5	Stromal cells	Epithelial	Epithelial	NSA2	0.33	68.4	1.38e-27
5	Stromal cells	Epithelial	Epithelial	POLD2	-0.43	28.1	1.62e-27
5	Stromal cells	Epithelial	Epithelial	ARL2	-0.41	36.8	1.78e-27
5	Stromal cells	Epithelial	Epithelial	NFAT5	0.34	48.9	1.83e-27
5	Stromal cells	Epithelial	Epithelial	TRIB1	0.44	70.4	1.92e-27
5	Stromal cells	Epithelial	Epithelial	PSMC4	-0.4	40.2	2.04e-27
5	Stromal cells	Epithelial	Epithelial	PAPOLA	-0.37	66.2	2.1e-27
5	Stromal cells	Epithelial	Epithelial	PRDX5	0.33	92.8	2.34e-27
5	Stromal cells	Epithelial	Epithelial	PLS3	-0.41	30.6	2.79e-27
5	Stromal cells	Epithelial	Epithelial	MRPS36	0.32	63.5	2.81e-27
5	Stromal cells	Epithelial	Epithelial	MRPL37	-0.4	27.4	3.61e-27
5	Stromal cells	Epithelial	Epithelial	UBXN4	-0.38	60.0	3.62e-27
5	Stromal cells	Epithelial	Epithelial	CCNB2	-0.42	1.7	3.77e-27
5	Stromal cells	Epithelial	Epithelial	SURF4	-0.4	34.1	4.14e-27
5	Stromal cells	Epithelial	Epithelial	COX5A	-0.36	83.2	4.16e-27
5	Stromal cells	Epithelial	Epithelial	NAA10	-0.41	41.0	4.38e-27
5	Stromal cells	Epithelial	Epithelial	SDC1	0.37	72.3	4.43e-27
5	Stromal cells	Epithelial	Epithelial	CNBP	-0.38	72.1	4.97e-27
5	Stromal cells	Epithelial	Epithelial	FXYD4	-0.52	1.7	5.14e-27
5	Stromal cells	Epithelial	Epithelial	C15orf61	-0.34	11.9	5.97e-27
5	Stromal cells	Epithelial	Epithelial	NUDT1	-0.39	11.6	6.09e-27
5	Stromal cells	Epithelial	Epithelial	TM7SF2	-0.39	8.9	6.19e-27
5	Stromal cells	Epithelial	Epithelial	HSPA8	-0.37	78.3	6.51e-27
5	Stromal cells	Epithelial	Epithelial	FNDC4	-0.35	2.2	6.74e-27
5	Stromal cells	Epithelial	Epithelial	DNAJB6	0.38	84.7	6.83e-27
5	Stromal cells	Epithelial	Epithelial	TMBIM6	-0.32	92.6	7.32e-27
5	Stromal cells	Epithelial	Epithelial	MRPS23	-0.4	26.2	7.44e-27
5	Stromal cells	Epithelial	Epithelial	C5orf46	-0.46	1.5	7.78e-27
5	Stromal cells	Epithelial	Epithelial	SEPT9	0.29	53.8	9.08e-27
5	Stromal cells	Epithelial	Epithelial	DCLRE1C	0.31	31.9	9.11e-27
5	Stromal cells	Epithelial	Epithelial	MXD1	0.27	26.7	9.23e-27
5	Stromal cells	Epithelial	Epithelial	CCDC107	-0.37	14.6	9.98e-27
5	Stromal cells	Epithelial	Epithelial	TIMM17B	-0.4	41.0	1.09e-26
5	Stromal cells	Epithelial	Epithelial	PHLDA1	0.71	80.0	1.18e-26
5	Stromal cells	Epithelial	Epithelial	TUBG1	-0.39	14.6	1.29e-26
5	Stromal cells	Epithelial	Epithelial	QPRT	-0.35	3.7	1.32e-26
5	Stromal cells	Epithelial	Epithelial	HPRT1	-0.43	29.4	1.4e-26
5	Stromal cells	Epithelial	Epithelial	ADAM10	-0.44	41.7	1.43e-26
5	Stromal cells	Epithelial	Epithelial	WNT7B	0.32	45.9	1.6e-26
5	Stromal cells	Epithelial	Epithelial	CENPF	-0.5	0.7	1.71e-26
5	Stromal cells	Epithelial	Epithelial	CSRNP1	0.34	51.4	1.75e-26
5	Stromal cells	Epithelial	Epithelial	DPM2	-0.39	22.0	1.8e-26
5	Stromal cells	Epithelial	Epithelial	SNRPD1	-0.44	66.4	1.88e-26
5	Stromal cells	Epithelial	Epithelial	COX8A	-0.35	88.4	2.04e-26
5	Stromal cells	Epithelial	Epithelial	PGK1	-0.38	74.6	2.08e-26
5	Stromal cells	Epithelial	Epithelial	AIMP2	-0.32	7.4	2.12e-26
5	Stromal cells	Epithelial	Epithelial	TMEM184B	-0.38	19.0	2.29e-26
5	Stromal cells	Epithelial	Epithelial	PSMC1	-0.39	50.1	2.34e-26
5	Stromal cells	Epithelial	Epithelial	CDKN3	-0.43	2.5	2.37e-26
5	Stromal cells	Epithelial	Epithelial	TSEN2	-0.36	7.9	2.41e-26
5	Stromal cells	Epithelial	Epithelial	RASEF	0.3	38.8	2.51e-26
5	Stromal cells	Epithelial	Epithelial	C19orf43	-0.33	86.9	2.82e-26
5	Stromal cells	Epithelial	Epithelial	BLCAP	0.28	43.0	2.84e-26
5	Stromal cells	Epithelial	Epithelial	SERINC2	0.38	84.2	2.94e-26
5	Stromal cells	Epithelial	Epithelial	DNAJB4	-0.4	11.1	3.18e-26
5	Stromal cells	Epithelial	Epithelial	SLC25A3	-0.33	85.2	3.4e-26
5	Stromal cells	Epithelial	Epithelial	TMEM208	-0.39	44.0	3.59e-26
5	Stromal cells	Epithelial	Epithelial	IL1RN	0.47	38.8	3.67e-26
5	Stromal cells	Epithelial	Epithelial	ALG3	-0.36	17.5	3.9e-26
5	Stromal cells	Epithelial	Epithelial	CALD1	-1.03	19.3	4.38e-26
5	Stromal cells	Epithelial	Epithelial	TMPO	-0.4	13.8	4.78e-26
5	Stromal cells	Epithelial	Epithelial	NAA38	-0.39	50.6	5.05e-26
5	Stromal cells	Epithelial	Epithelial	ERBB2	-0.41	31.1	6.11e-26
5	Stromal cells	Epithelial	Epithelial	SLC25A5	-0.39	76.3	6.27e-26
5	Stromal cells	Epithelial	Epithelial	USB1	-0.37	16.0	6.4e-26
5	Stromal cells	Epithelial	Epithelial	MPST	-0.41	42.2	7.27e-26
5	Stromal cells	Epithelial	Epithelial	ATP5B	-0.36	81.0	7.28e-26
5	Stromal cells	Epithelial	Epithelial	CCT4	-0.4	52.3	7.3e-26
5	Stromal cells	Epithelial	Epithelial	TMCO1	-0.38	72.8	8.27e-26
5	Stromal cells	Epithelial	Epithelial	ARPC1A	-0.39	62.7	9.5e-26
5	Stromal cells	Epithelial	Epithelial	CISD3	-0.46	37.8	9.63e-26
5	Stromal cells	Epithelial	Epithelial	FAM103A1	-0.39	30.9	9.67e-26
5	Stromal cells	Epithelial	Epithelial	SNRPD2	-0.28	93.1	9.79e-26
5	Stromal cells	Epithelial	Epithelial	C1QTNF6	-0.34	4.2	1.03e-25
5	Stromal cells	Epithelial	Epithelial	PRC1	-0.42	3.2	1.05e-25
5	Stromal cells	Epithelial	Epithelial	ISCA1	-0.38	26.7	1.15e-25
5	Stromal cells	Epithelial	Epithelial	COPRS	-0.32	9.6	1.28e-25
5	Stromal cells	Epithelial	Epithelial	MRPL3	-0.4	39.0	1.28e-25
5	Stromal cells	Epithelial	Epithelial	MSI2	0.26	45.7	1.44e-25
5	Stromal cells	Epithelial	Epithelial	CDCA4	-0.37	9.6	1.83e-25
5	Stromal cells	Epithelial	Epithelial	C11orf83	-0.38	25.9	1.91e-25
5	Stromal cells	Epithelial	Epithelial	MOSPD1	-0.37	11.1	1.92e-25
5	Stromal cells	Epithelial	Epithelial	NONO	-0.37	51.6	2.07e-25
5	Stromal cells	Epithelial	Epithelial	ODC1	0.54	59.3	2.11e-25
5	Stromal cells	Epithelial	Epithelial	KNOP1	-0.38	17.0	2.26e-25
5	Stromal cells	Epithelial	Epithelial	TMEM97	-0.44	17.3	2.44e-25
5	Stromal cells	Epithelial	Epithelial	TCEB2	-0.27	94.6	2.49e-25
5	Stromal cells	Epithelial	Epithelial	HSP90B1	-0.44	70.4	2.7e-25
5	Stromal cells	Epithelial	Epithelial	PSMD4	-0.38	49.1	3.05e-25
5	Stromal cells	Epithelial	Epithelial	NIT2	-0.4	26.4	3.86e-25
5	Stromal cells	Epithelial	Epithelial	HNRNPK	-0.33	85.4	4.27e-25
5	Stromal cells	Epithelial	Epithelial	GTF2A2	-0.38	54.3	4.62e-25
5	Stromal cells	Epithelial	Epithelial	BSG	-0.35	75.6	4.64e-25
5	Stromal cells	Epithelial	Epithelial	MRPS12	-0.39	36.5	5.16e-25
5	Stromal cells	Epithelial	Epithelial	C16orf80	-0.37	20.7	5.35e-25
5	Stromal cells	Epithelial	Epithelial	ERGIC2	-0.4	45.4	5.56e-25
5	Stromal cells	Epithelial	Epithelial	APMAP	-0.37	24.2	5.68e-25
5	Stromal cells	Epithelial	Epithelial	SKP1	0.32	92.3	5.91e-25
5	Stromal cells	Epithelial	Epithelial	EFEMP1	-0.35	2.5	6.18e-25
5	Stromal cells	Epithelial	Epithelial	MED8	-0.35	16.3	6.36e-25
5	Stromal cells	Epithelial	Epithelial	CAST	0.31	81.5	6.51e-25
5	Stromal cells	Epithelial	Epithelial	MAGOH	-0.39	43.2	6.7e-25
5	Stromal cells	Epithelial	Epithelial	E2F3	-0.33	7.2	7.52e-25
5	Stromal cells	Epithelial	Epithelial	NDFIP1	0.3	69.4	8.26e-25
5	Stromal cells	Epithelial	Epithelial	GSTM1	-0.34	1.5	8.63e-25
5	Stromal cells	Epithelial	Epithelial	CARHSP1	-0.47	48.9	1.01e-24
5	Stromal cells	Epithelial	Epithelial	TAF11	-0.36	21.7	1.06e-24
5	Stromal cells	Epithelial	Epithelial	QARS	0.28	50.6	1.08e-24
5	Stromal cells	Epithelial	Epithelial	AIG1	0.26	53.3	1.14e-24
5	Stromal cells	Epithelial	Epithelial	DERA	-0.4	28.6	1.22e-24
5	Stromal cells	Epithelial	Epithelial	PRSS3	-0.34	4.0	1.3e-24
5	Stromal cells	Epithelial	Epithelial	ZWINT	-0.35	4.4	1.31e-24
5	Stromal cells	Epithelial	Epithelial	SUPT16H	-0.38	22.7	1.51e-24
5	Stromal cells	Epithelial	Epithelial	ATP6V0E2	-0.29	2.5	1.59e-24
5	Stromal cells	Epithelial	Epithelial	JAM2	-0.44	1.7	1.65e-24
5	Stromal cells	Epithelial	Epithelial	POLE3	-0.36	14.3	1.72e-24
5	Stromal cells	Epithelial	Epithelial	PAIP1	-0.38	42.2	1.8e-24
5	Stromal cells	Epithelial	Epithelial	TMEM66	0.34	79.5	1.85e-24
5	Stromal cells	Epithelial	Epithelial	HEXIM1	-0.44	41.5	1.99e-24
5	Stromal cells	Epithelial	Epithelial	HIST1H2BK	-0.68	39.0	2.01e-24
5	Stromal cells	Epithelial	Epithelial	CEBPD	-0.56	53.1	2.33e-24
5	Stromal cells	Epithelial	Epithelial	EIF2S1	-0.36	26.2	2.39e-24
5	Stromal cells	Epithelial	Epithelial	SMC2	-0.35	7.4	2.68e-24
5	Stromal cells	Epithelial	Epithelial	XRCC5	-0.37	63.0	3e-24
5	Stromal cells	Epithelial	Epithelial	LINC00116	-0.4	39.8	3.05e-24
5	Stromal cells	Epithelial	Epithelial	TMED4	-0.43	44.7	3.2e-24
5	Stromal cells	Epithelial	Epithelial	SLC31A2	-0.28	2.7	3.28e-24
5	Stromal cells	Epithelial	Epithelial	UBE2N	-0.34	60.2	3.58e-24
5	Stromal cells	Epithelial	Epithelial	TPX2	-0.4	1.0	3.76e-24
5	Stromal cells	Epithelial	Epithelial	EZH2	-0.34	6.2	3.8e-24
5	Stromal cells	Epithelial	Epithelial	SRSF2	-0.35	83.5	3.89e-24
5	Stromal cells	Epithelial	Epithelial	PPP2R1A	-0.38	48.4	3.91e-24
5	Stromal cells	Epithelial	Epithelial	SSR3	-0.39	58.0	4.09e-24
5	Stromal cells	Epithelial	Epithelial	MDFIC	-0.3	6.7	4.64e-24
5	Stromal cells	Epithelial	Epithelial	SLC6A6	-0.38	12.3	4.8e-24
5	Stromal cells	Epithelial	Epithelial	RP11-490M8.1	-0.33	5.9	4.9e-24
5	Stromal cells	Epithelial	Epithelial	DDX18	-0.35	41.0	5.43e-24
5	Stromal cells	Epithelial	Epithelial	VBP1	-0.36	32.3	6.44e-24
5	Stromal cells	Epithelial	Epithelial	TPD52	-0.43	41.5	7.07e-24
5	Stromal cells	Epithelial	Epithelial	CSRP2	-0.4	24.9	7.09e-24
5	Stromal cells	Epithelial	Epithelial	COPE	-0.33	73.8	7.77e-24
5	Stromal cells	Epithelial	Epithelial	TNFRSF12A	-0.4	76.3	8.07e-24
5	Stromal cells	Epithelial	Epithelial	ITGAV	0.29	45.7	8.26e-24
5	Stromal cells	Epithelial	Epithelial	IFNGR1	0.31	53.1	1.02e-23
5	Stromal cells	Epithelial	Epithelial	GUK1	-0.32	85.7	1.06e-23
5	Stromal cells	Epithelial	Epithelial	CDT1	-0.29	2.0	1.09e-23
5	Stromal cells	Epithelial	Epithelial	SLC2A3	-0.59	3.0	1.14e-23
5	Stromal cells	Epithelial	Epithelial	DRAP1	-0.35	66.4	1.15e-23
5	Stromal cells	Epithelial	Epithelial	CCND1	-0.68	42.7	1.15e-23
5	Stromal cells	Epithelial	Epithelial	C14orf2	-0.28	93.3	1.18e-23
5	Stromal cells	Epithelial	Epithelial	TMEM109	-0.33	11.9	1.22e-23
5	Stromal cells	Epithelial	Epithelial	SH3BP5	-0.34	11.4	1.26e-23
5	Stromal cells	Epithelial	Epithelial	PDRG1	-0.3	5.2	1.29e-23
5	Stromal cells	Epithelial	Epithelial	SEC11C	-0.39	25.4	1.66e-23
5	Stromal cells	Epithelial	Epithelial	TDG	-0.38	28.1	1.67e-23
5	Stromal cells	Epithelial	Epithelial	HLA-B	0.46	98.0	2.11e-23
5	Stromal cells	Epithelial	Epithelial	TNFAIP3	0.42	50.1	2.23e-23
5	Stromal cells	Epithelial	Epithelial	PAQR4	-0.28	1.7	2.4e-23
5	Stromal cells	Epithelial	Epithelial	TSPAN2	-0.4	8.9	2.59e-23
5	Stromal cells	Epithelial	Epithelial	CYC1	-0.38	59.0	2.75e-23
5	Stromal cells	Epithelial	Epithelial	GPR64	-0.27	0.2	3.08e-23
5	Stromal cells	Epithelial	Epithelial	GNA14	-0.29	3.2	3.13e-23
5	Stromal cells	Epithelial	Epithelial	COL9A2	-0.37	8.9	3.15e-23
5	Stromal cells	Epithelial	Epithelial	RAD21	-0.4	26.4	4.54e-23
5	Stromal cells	Epithelial	Epithelial	TRIT1	-0.34	10.6	4.54e-23
5	Stromal cells	Epithelial	Epithelial	C11orf73	-0.38	33.1	4.56e-23
5	Stromal cells	Epithelial	Epithelial	CRYM	-0.28	2.7	4.72e-23
5	Stromal cells	Epithelial	Epithelial	SUCLG1	-0.37	38.8	4.86e-23
5	Stromal cells	Epithelial	Epithelial	FBP1	0.42	63.0	4.93e-23
5	Stromal cells	Epithelial	Epithelial	PSMG4	-0.38	23.5	5.58e-23
5	Stromal cells	Epithelial	Epithelial	CCT7	-0.37	45.7	5.66e-23
5	Stromal cells	Epithelial	Epithelial	SIGLEC6	-0.34	0.0	5.87e-23
5	Stromal cells	Epithelial	Epithelial	TMUB1	-0.37	30.4	6e-23
5	Stromal cells	Epithelial	Epithelial	CREB3L2	-0.35	16.3	7.12e-23
5	Stromal cells	Epithelial	Epithelial	MCM4	-0.3	5.4	7.64e-23
5	Stromal cells	Epithelial	Epithelial	NDUFB10	-0.33	73.3	7.76e-23
5	Stromal cells	Epithelial	Epithelial	ETFB	-0.37	54.1	8.3e-23
5	Stromal cells	Epithelial	Epithelial	SCNN1B	-0.26	3.7	8.82e-23
5	Stromal cells	Epithelial	Epithelial	TMEM256	0.32	69.6	8.84e-23
5	Stromal cells	Epithelial	Epithelial	SLC39A1	-0.37	41.7	8.87e-23
5	Stromal cells	Epithelial	Epithelial	SMAGP	-0.36	19.0	9.46e-23
5	Stromal cells	Epithelial	Epithelial	C14orf166	-0.33	72.6	9.56e-23
5	Stromal cells	Epithelial	Epithelial	CDC20	-0.48	2.7	1.1e-22
5	Stromal cells	Epithelial	Epithelial	PPP2R2B	-0.35	11.4	1.29e-22
5	Stromal cells	Epithelial	Epithelial	HSPA6	-0.88	7.7	1.31e-22
5	Stromal cells	Epithelial	Epithelial	PTP4A1	0.32	68.4	1.35e-22
5	Stromal cells	Epithelial	Epithelial	B3GNT3	-0.32	11.4	1.35e-22
5	Stromal cells	Epithelial	Epithelial	NDUFA12	-0.35	58.0	1.37e-22
5	Stromal cells	Epithelial	Epithelial	GALE	-0.38	27.4	1.4e-22
5	Stromal cells	Epithelial	Epithelial	SLC19A1	-0.26	3.2	1.41e-22
5	Stromal cells	Epithelial	Epithelial	TMEM160	-0.36	50.4	1.46e-22
5	Stromal cells	Epithelial	Epithelial	SMARCA4	-0.37	23.7	1.51e-22
5	Stromal cells	Epithelial	Epithelial	THEM6	-0.38	24.0	1.53e-22
5	Stromal cells	Epithelial	Epithelial	CHD4	-0.38	27.4	1.54e-22
5	Stromal cells	Epithelial	Epithelial	PTN	-0.39	1.2	1.55e-22
5	Stromal cells	Epithelial	Epithelial	PALM3	-0.29	1.7	1.68e-22
5	Stromal cells	Epithelial	Epithelial	SFTA2	-0.32	0.0	1.75e-22
5	Stromal cells	Epithelial	Epithelial	IGDCC3	-0.27	0.2	1.87e-22
5	Stromal cells	Epithelial	Epithelial	PRSS8	-0.33	7.7	1.89e-22
5	Stromal cells	Epithelial	Epithelial	SGK1	0.26	35.6	2e-22
5	Stromal cells	Epithelial	Epithelial	WHSC1	-0.28	4.4	2.11e-22
5	Stromal cells	Epithelial	Epithelial	MB	-0.44	0.2	2.12e-22
5	Stromal cells	Epithelial	Epithelial	UBB	0.31	97.5	2.45e-22
5	Stromal cells	Epithelial	Epithelial	CHP1	0.34	68.4	2.55e-22
5	Stromal cells	Epithelial	Epithelial	TMEM54	0.28	53.3	2.58e-22
5	Stromal cells	Epithelial	Epithelial	TMEM223	-0.33	14.8	2.67e-22
5	Stromal cells	Epithelial	Epithelial	CKB	0.46	41.7	2.78e-22
5	Stromal cells	Epithelial	Epithelial	CHMP1B	0.35	77.0	2.85e-22
5	Stromal cells	Epithelial	Epithelial	C1orf116	0.25	33.1	2.91e-22
5	Stromal cells	Epithelial	Epithelial	UBA2	-0.35	33.6	2.92e-22
5	Stromal cells	Epithelial	Epithelial	PRSS27	-0.26	4.2	3.15e-22
5	Stromal cells	Epithelial	Epithelial	TTC19	0.27	52.1	3.27e-22
5	Stromal cells	Epithelial	Epithelial	NOL12	-0.34	17.3	3.38e-22
5	Stromal cells	Epithelial	Epithelial	TXNIP	-0.54	32.8	3.61e-22
5	Stromal cells	Epithelial	Epithelial	YY1	-0.37	39.0	3.62e-22
5	Stromal cells	Epithelial	Epithelial	FAM136A	-0.36	23.0	3.74e-22
5	Stromal cells	Epithelial	Epithelial	RPAIN	0.28	53.1	3.78e-22
5	Stromal cells	Epithelial	Epithelial	MKRN2	-0.29	6.4	3.93e-22
5	Stromal cells	Epithelial	Epithelial	FOXP1	0.25	56.5	4.02e-22
5	Stromal cells	Epithelial	Epithelial	MCL1	0.31	88.6	4.39e-22
5	Stromal cells	Epithelial	Epithelial	COPS6	-0.35	54.3	4.63e-22
